id,address,city,state,zipcode,geocoded_address,is_match,is_exact,returned_address,coordinates,tiger_line,side,state_fips,county_fips,tract,block,longitude,latitude
203,5628 S OAKLEY AVE,Chicago,IL,60636,"5628 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5628 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681311091725,41.791723816287",605451076,R,17,031,835100,1007,-87.681311091725,41.791723816287
204,8147 S JEFFERY BLVD,Chicago,IL,60617,"8147 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8147 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575826777298,41.74711201762",111775911,L,17,031,460500,5007,-87.575826777298,41.74711201762
205,8147 S JEFFERY BLVD,Chicago,IL,60617,"8147 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8147 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575826777298,41.74711201762",111775911,L,17,031,460500,5007,-87.575826777298,41.74711201762
206,8152 S JEFFERY BLVD,Chicago,IL,60617,"8152 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8152 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575978632049,41.747006315258",111775911,R,17,031,460500,5008,-87.575978632049,41.747006315258
207,5616 S OAKLEY AVE,Chicago,IL,60636,"5616 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5616 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681312842509,41.791895108193",605451076,R,17,031,835100,1007,-87.681312842509,41.791895108193
208,5526 S OAKLEY AVE,Chicago,IL,60636,"5526 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5526 S OAKLEY AVE, CHICAGO, IL, 60636","-87.68134097647,41.792805442043",605450923,R,17,031,835100,1008,-87.68134097647,41.792805442043
209,8148 S JEFFERY BLVD,Chicago,IL,60617,"8148 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8148 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575979781236,41.747075841484",111775911,R,17,031,460500,5008,-87.575979781236,41.747075841484
210,8148 S JEFFERY BLVD,Chicago,IL,60617,"8148 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8148 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575979781236,41.747075841484",111775911,R,17,031,460500,5008,-87.575979781236,41.747075841484
211,5606 S OAKLEY AVE,Chicago,IL,60636,"5606 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5606 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681322367786,41.792134939261",111804749,R,17,031,835100,1007,-87.681322367786,41.792134939261
212,8144 S JEFFERY BLVD,Chicago,IL,60617,"8144 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8144 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575980930423,41.747145367709",111775911,R,17,031,460500,5008,-87.575980930423,41.747145367709
213,8144 S JEFFERY BLVD,Chicago,IL,60617,"8144 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8144 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575980930423,41.747145367709",111775911,R,17,031,460500,5008,-87.575980930423,41.747145367709
214,8120 S JEFFERY BLVD,Chicago,IL,60617,"8120 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8120 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575987825544,41.747562525062",111775911,R,17,031,460500,5008,-87.575987825544,41.747562525062
215,8044 S JEFFERY BLVD,Chicago,IL,60617,"8044 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8044 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576012432069,41.748963346849",111775907,R,17,031,460500,6007,-87.576012432069,41.748963346849
216,5622 S OAKLEY AVE,Chicago,IL,60636,"5622 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5622 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681311091716,41.791810541975",605451076,R,17,031,835100,1007,-87.681311091716,41.791810541975
217,8044 S JEFFERY BLVD,Chicago,IL,60617,"8044 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8044 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576012432069,41.748963346849",111775907,R,17,031,460500,6007,-87.576012432069,41.748963346849
218,8120 S JEFFERY BLVD,Chicago,IL,60617,"8120 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8120 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575987825544,41.747562525062",111775911,R,17,031,460500,5008,-87.575987825544,41.747562525062
219,5624 S OAKLEY AVE,Chicago,IL,60636,"5624 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5624 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681311091719,41.791781633412",605451076,R,17,031,835100,1007,-87.681311091719,41.791781633412
220,8119 S JEFFERY BLVD,Chicago,IL,60617,"8119 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8119 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575834821606,41.747598701198",111775911,L,17,031,460500,5007,-87.575834821606,41.747598701198
221,8119 S JEFFERY BLVD,Chicago,IL,60617,"8119 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8119 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575834821606,41.747598701198",111775911,L,17,031,460500,5007,-87.575834821606,41.747598701198
222,5623 S OAKLEY AVE,Chicago,IL,60636,"5623 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5623 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681157395521,41.791786130291",605451076,L,17,031,835100,1019,-87.681157395521,41.791786130291
223,5620 S OAKLEY AVE,Chicago,IL,60636,"5620 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5620 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681311091713,41.791839450538",605451076,R,17,031,835100,1007,-87.681311091713,41.791839450538
224,8108 S JEFFERY BLVD,Chicago,IL,60617,"8108 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8108 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57599061679,41.747771281264",111775911,R,17,031,460500,5008,-87.57599061679,41.747771281264
225,5532 S OAKLEY AVE,Chicago,IL,60636,"5532 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5532 S OAKLEY AVE, CHICAGO, IL, 60636","-87.68133994304,41.792768927392",605450923,R,17,031,835100,1008,-87.68133994304,41.792768927392
226,8108 S JEFFERY BLVD,Chicago,IL,60617,"8108 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8108 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57599061679,41.747771281264",111775911,R,17,031,460500,5008,-87.57599061679,41.747771281264
227,5603 S OAKLEY AVE,Chicago,IL,60636,"5603 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5603 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681172399859,41.792204437525",111804749,L,17,031,835100,1006,-87.681172399859,41.792204437525
228,5611 S OAKLEY AVE,Chicago,IL,60636,"5611 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5611 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681162173505,41.791957795965",605451076,L,17,031,835100,1019,-87.681162173505,41.791957795965
229,5619 S OAKLEY AVE,Chicago,IL,60636,"5619 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5619 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681157395515,41.791842662592",605451076,L,17,031,835100,1019,-87.681157395515,41.791842662592
230,8111 S JEFFERY BLVD,Chicago,IL,60617,"8111 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8111 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575836597849,41.747737585645",111775911,L,17,031,460500,5007,-87.575836597849,41.747737585645
231,8111 S JEFFERY BLVD,Chicago,IL,60617,"8111 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8111 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575836597849,41.747737585645",111775911,L,17,031,460500,5007,-87.575836597849,41.747737585645
232,5527 S OAKLEY AVE,Chicago,IL,60636,"5527 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5527 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681188720916,41.792857652158",605450923,L,17,031,835100,1006,-87.681188720916,41.792857652158
233,5618 S OAKLEY AVE,Chicago,IL,60636,"5618 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5618 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681311398087,41.791866219696",605451076,R,17,031,835100,1007,-87.681311398087,41.791866219696
234,5522 S OAKLEY AVE,Chicago,IL,60636,"5522 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5522 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681341665423,41.792829785144",605450923,R,17,031,835100,1008,-87.681341665423,41.792829785144
235,8101 S JEFFERY BLVD,Chicago,IL,60617,"8101 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8101 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575838770597,41.747911406866",111775911,L,17,031,460500,5007,-87.575838770597,41.747911406866
236,8105 S JEFFERY BLVD,Chicago,IL,60617,"8105 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8105 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575837901497,41.747841878378",111775911,L,17,031,460500,5007,-87.575837901497,41.747841878378
237,8105 S JEFFERY BLVD,Chicago,IL,60617,"8105 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8105 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575837901497,41.747841878378",111775911,L,17,031,460500,5007,-87.575837901497,41.747841878378
238,8101 S JEFFERY BLVD,Chicago,IL,60617,"8101 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8101 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575838770597,41.747911406866",111775911,L,17,031,460500,5007,-87.575838770597,41.747911406866
239,8100 S JEFFERY BLVD,Chicago,IL,60617,"8100 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8100 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575992354988,41.747910338241",111775911,R,17,031,460500,5008,-87.575992354988,41.747910338241
240,5523 S OAKLEY AVE,Chicago,IL,60636,"5523 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5523 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681189488159,41.79288476152",605450923,L,17,031,835100,1006,-87.681189488159,41.79288476152
241,8100 S JEFFERY BLVD,Chicago,IL,60617,"8100 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8100 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.575992354988,41.747910338241",111775911,R,17,031,460500,5008,-87.575992354988,41.747910338241
242,8058 S JEFFERY BLVD,Chicago,IL,60617,"8058 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8058 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576008409807,41.748719998516",111775907,R,17,031,460500,6007,-87.576008409807,41.748719998516
243,8058 S JEFFERY BLVD,Chicago,IL,60617,"8058 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8058 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576008409807,41.748719998516",111775907,R,17,031,460500,6007,-87.576008409807,41.748719998516
244,5515 S OAKLEY AVE,Chicago,IL,60636,"5515 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5515 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681191022645,41.792938980245",605450923,L,17,031,835100,1006,-87.681191022645,41.792938980245
245,5519 S OAKLEY AVE,Chicago,IL,60636,"5519 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5519 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681190255402,41.792911870883",605450923,L,17,031,835100,1006,-87.681190255402,41.792911870883
246,5514 S OAKLEY AVE,Chicago,IL,60636,"5514 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5514 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681343043329,41.792878471346",605450923,R,17,031,835100,1008,-87.681343043329,41.792878471346
247,8038 S JEFFERY BLVD,Chicago,IL,60617,"8038 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8038 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576014155896,41.749067638993",111775907,R,17,031,460500,6007,-87.576014155896,41.749067638993
248,8038 S JEFFERY BLVD,Chicago,IL,60617,"8038 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8038 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576014155896,41.749067638993",111775907,R,17,031,460500,6007,-87.576014155896,41.749067638993
249,5518 S OAKLEY AVE,Chicago,IL,60636,"5518 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5518 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681342354376,41.792854128245",605450923,R,17,031,835100,1008,-87.681342354376,41.792854128245
250,5516 S OAKLEY AVE,Chicago,IL,60636,"5516 S OAKLEY AVE, Chicago, IL, 60636",Match,Exact,"5516 S OAKLEY AVE, CHICAGO, IL, 60636","-87.681342698853,41.792866299796",605450923,R,17,031,835100,1008,-87.681342698853,41.792866299796
251,8042 S JEFFERY BLVD,Chicago,IL,60617,"8042 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8042 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576013006678,41.748998110897",111775907,R,17,031,460500,6007,-87.576013006678,41.748998110897
252,4949 S LAMON AVE,Chicago,IL,60638,"4949 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4949 S LAMON AVE, CHICAGO, IL, 60638","-87.745399089367,41.803049111729",111800117,L,17,031,560300,2003,-87.745399089367,41.803049111729
253,8042 S JEFFERY BLVD,Chicago,IL,60617,"8042 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8042 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576013006678,41.748998110897",111775907,R,17,031,460500,6007,-87.576013006678,41.748998110897
254,8050 S JEFFERY BLVD,Chicago,IL,60617,"8050 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8050 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576010708243,41.748859054706",111775907,R,17,031,460500,6007,-87.576010708243,41.748859054706
255,8050 S JEFFERY BLVD,Chicago,IL,60617,"8050 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8050 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576010708243,41.748859054706",111775907,R,17,031,460500,6007,-87.576010708243,41.748859054706
256,5029 S LAMON AVE,Chicago,IL,60638,"5029 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5029 S LAMON AVE, CHICAGO, IL, 60638","-87.745367103062,41.801569404238",111800125,L,17,031,560300,2023,-87.745367103062,41.801569404238
257,8046 S JEFFERY BLVD,Chicago,IL,60617,"8046 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8046 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576011857461,41.748928582802",111775907,R,17,031,460500,6007,-87.576011857461,41.748928582802
258,8026 S JEFFERY BLVD,Chicago,IL,60617,"8026 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8026 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576017603549,41.749276223279",111775907,R,17,031,460500,6007,-87.576017603549,41.749276223279
259,8046 S JEFFERY BLVD,Chicago,IL,60617,"8046 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8046 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576011857461,41.748928582802",111775907,R,17,031,460500,6007,-87.576011857461,41.748928582802
260,8026 S JEFFERY BLVD,Chicago,IL,60617,"8026 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8026 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576017603549,41.749276223279",111775907,R,17,031,460500,6007,-87.576017603549,41.749276223279
261,8012 S JEFFERY BLVD,Chicago,IL,60617,"8012 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8012 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576021249607,41.74951974687",111775907,R,17,031,460500,6007,-87.576021249607,41.74951974687
262,8012 S JEFFERY BLVD,Chicago,IL,60617,"8012 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8012 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576021249607,41.74951974687",111775907,R,17,031,460500,6007,-87.576021249607,41.74951974687
263,8054 S JEFFERY BLVD,Chicago,IL,60617,"8054 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8054 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576009559025,41.748789526611",111775907,R,17,031,460500,6007,-87.576009559025,41.748789526611
264,8054 S JEFFERY BLVD,Chicago,IL,60617,"8054 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8054 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576009559025,41.748789526611",111775907,R,17,031,460500,6007,-87.576009559025,41.748789526611
265,4823 S LAMON AVE,Chicago,IL,60638,"4823 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4823 S LAMON AVE, CHICAGO, IL, 60638","-87.745460620975,41.805327593271",111799840,L,17,031,560300,1022,-87.745460620975,41.805327593271
266,8024 S JEFFERY BLVD,Chicago,IL,60617,"8024 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8024 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576018178158,41.749310987326",111775907,R,17,031,460500,6007,-87.576018178158,41.749310987326
267,8024 S JEFFERY BLVD,Chicago,IL,60617,"8024 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8024 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576018178158,41.749310987326",111775907,R,17,031,460500,6007,-87.576018178158,41.749310987326
268,8028 S JEFFERY BLVD,Chicago,IL,60617,"8028 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8028 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57601702894,41.749241459231",111775907,R,17,031,460500,6007,-87.57601702894,41.749241459231
269,8028 S JEFFERY BLVD,Chicago,IL,60617,"8028 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8028 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.57601702894,41.749241459231",111775907,R,17,031,460500,6007,-87.57601702894,41.749241459231
270,8032 S JEFFERY BLVD,Chicago,IL,60617,"8032 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8032 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576015879723,41.749171931136",111775907,R,17,031,460500,6007,-87.576015879723,41.749171931136
271,8036 S JEFFERY BLVD,Chicago,IL,60617,"8036 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8036 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576014730505,41.74910240304",111775907,R,17,031,460500,6007,-87.576014730505,41.74910240304
272,8036 S JEFFERY BLVD,Chicago,IL,60617,"8036 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8036 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576014730505,41.74910240304",111775907,R,17,031,460500,6007,-87.576014730505,41.74910240304
273,8032 S JEFFERY BLVD,Chicago,IL,60617,"8032 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8032 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576015879723,41.749171931136",111775907,R,17,031,460500,6007,-87.576015879723,41.749171931136
274,8020 S JEFFERY BLVD,Chicago,IL,60617,"8020 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8020 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576019327376,41.749380515422",111775907,R,17,031,460500,6007,-87.576019327376,41.749380515422
275,8016 S JEFFERY BLVD,Chicago,IL,60617,"8016 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8016 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576020380484,41.749450216511",111775907,R,17,031,460500,6007,-87.576020380484,41.749450216511
276,8016 S JEFFERY BLVD,Chicago,IL,60617,"8016 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8016 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576020380484,41.749450216511",111775907,R,17,031,460500,6007,-87.576020380484,41.749450216511
277,8020 S JEFFERY BLVD,Chicago,IL,60617,"8020 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8020 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576019327376,41.749380515422",111775907,R,17,031,460500,6007,-87.576019327376,41.749380515422
278,8014 S JEFFERY BLVD,Chicago,IL,60617,"8014 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8014 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576020815046,41.74948498169",111775907,R,17,031,460500,6007,-87.576020815046,41.74948498169
279,8008 S JEFFERY BLVD,Chicago,IL,60617,"8008 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8008 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576022118729,41.749589277228",111775907,R,17,031,460500,6007,-87.576022118729,41.749589277228
280,8008 S JEFFERY BLVD,Chicago,IL,60617,"8008 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8008 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576022118729,41.749589277228",111775907,R,17,031,460500,6007,-87.576022118729,41.749589277228
281,8014 S JEFFERY BLVD,Chicago,IL,60617,"8014 S JEFFERY BLVD, Chicago, IL, 60617",Match,Exact,"8014 S JEFFERY BLVD, CHICAGO, IL, 60617","-87.576020815046,41.74948498169",111775907,R,17,031,460500,6007,-87.576020815046,41.74948498169
284,5059 S LAMON AVE,Chicago,IL,60638,"5059 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5059 S LAMON AVE, CHICAGO, IL, 60638","-87.745352143558,41.801047956817",111800125,L,17,031,560300,2023,-87.745352143558,41.801047956817
285,5055 S LAMON AVE,Chicago,IL,60638,"5055 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5055 S LAMON AVE, CHICAGO, IL, 60638","-87.745354138159,41.80111748314",111800125,L,17,031,560300,2023,-87.745354138159,41.80111748314
286,5055 S LAMON AVE,Chicago,IL,60638,"5055 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5055 S LAMON AVE, CHICAGO, IL, 60638","-87.745354138159,41.80111748314",111800125,L,17,031,560300,2023,-87.745354138159,41.80111748314
287,5059 S LAMON AVE,Chicago,IL,60638,"5059 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5059 S LAMON AVE, CHICAGO, IL, 60638","-87.745352143558,41.801047956817",111800125,L,17,031,560300,2023,-87.745352143558,41.801047956817
288,5045 S LAMON AVE,Chicago,IL,60638,"5045 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5045 S LAMON AVE, CHICAGO, IL, 60638","-87.74535912466,41.801291298947",111800125,L,17,031,560300,2023,-87.74535912466,41.801291298947
289,5045 S LAMON AVE,Chicago,IL,60638,"5045 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5045 S LAMON AVE, CHICAGO, IL, 60638","-87.74535912466,41.801291298947",111800125,L,17,031,560300,2023,-87.74535912466,41.801291298947
290,5043 S LAMON AVE,Chicago,IL,60638,"5043 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5043 S LAMON AVE, CHICAGO, IL, 60638","-87.74536012196,41.801326062108",111800125,L,17,031,560300,2023,-87.74536012196,41.801326062108
291,5043 S LAMON AVE,Chicago,IL,60638,"5043 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5043 S LAMON AVE, CHICAGO, IL, 60638","-87.74536012196,41.801326062108",111800125,L,17,031,560300,2023,-87.74536012196,41.801326062108
292,4817 S LAMON AVE,Chicago,IL,60638,"4817 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4817 S LAMON AVE, CHICAGO, IL, 60638","-87.745463588051,41.805432349266",111799840,L,17,031,560300,1022,-87.745463588051,41.805432349266
293,4941 S LAMON AVE,Chicago,IL,60638,"4941 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4941 S LAMON AVE, CHICAGO, IL, 60638","-87.745403480509,41.80318962874",111800117,L,17,031,560300,2003,-87.745403480509,41.80318962874
294,4941 S LAMON AVE,Chicago,IL,60638,"4941 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4941 S LAMON AVE, CHICAGO, IL, 60638","-87.745403480509,41.80318962874",111800117,L,17,031,560300,2003,-87.745403480509,41.80318962874
295,4817 S LAMON AVE,Chicago,IL,60638,"4817 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4817 S LAMON AVE, CHICAGO, IL, 60638","-87.745463588051,41.805432349266",111799840,L,17,031,560300,1022,-87.745463588051,41.805432349266
296,4943 S LAMON AVE,Chicago,IL,60638,"4943 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4943 S LAMON AVE, CHICAGO, IL, 60638","-87.745402382724,41.803154499488",111800117,L,17,031,560300,2003,-87.745402382724,41.803154499488
297,3022 S UNION AVE,Chicago,IL,60616,"3022 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3022 S UNION AVE, CHICAGO, IL, 60616","-87.643966443406,41.839554905428",605507705,R,17,031,600400,2005,-87.643966443406,41.839554905428
298,3027 S UNION AVE,Chicago,IL,60616,"3027 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3027 S UNION AVE, CHICAGO, IL, 60616","-87.643811195618,41.839504766575",605507705,L,17,031,600400,2006,-87.643811195618,41.839504766575
299,5029 S LAMON AVE,Chicago,IL,60638,"5029 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"5029 S LAMON AVE, CHICAGO, IL, 60638","-87.745367103062,41.801569404238",111800125,L,17,031,560300,2023,-87.745367103062,41.801569404238
300,3022 S UNION AVE,Chicago,IL,60616,"3022 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3022 S UNION AVE, CHICAGO, IL, 60616","-87.643966443406,41.839554905428",605507705,R,17,031,600400,2005,-87.643966443406,41.839554905428
301,4943 S LAMON AVE,Chicago,IL,60638,"4943 S LAMON AVE, Chicago, IL, 60638",Match,Exact,"4943 S LAMON AVE, CHICAGO, IL, 60638","-87.745402382724,41.803154499488",111800117,L,17,031,560300,2003,-87.745402382724,41.803154499488
302,3023 S UNION AVE,Chicago,IL,60616,"3023 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3023 S UNION AVE, CHICAGO, IL, 60616","-87.643812688978,41.839558027622",605507705,L,17,031,600400,2006,-87.643812688978,41.839558027622
303,3023 S UNION AVE,Chicago,IL,60616,"3023 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3023 S UNION AVE, CHICAGO, IL, 60616","-87.643812688978,41.839558027622",605507705,L,17,031,600400,2006,-87.643812688978,41.839558027622
304,3026 S UNION AVE,Chicago,IL,60616,"3026 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3026 S UNION AVE, CHICAGO, IL, 60616","-87.643964986093,41.839502910905",605507705,R,17,031,600400,2005,-87.643964986093,41.839502910905
305,3027 S UNION AVE,Chicago,IL,60616,"3027 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3027 S UNION AVE, CHICAGO, IL, 60616","-87.643811195618,41.839504766575",605507705,L,17,031,600400,2006,-87.643811195618,41.839504766575
306,3026 S UNION AVE,Chicago,IL,60616,"3026 S UNION AVE, Chicago, IL, 60616",Match,Exact,"3026 S UNION AVE, CHICAGO, IL, 60616","-87.643964986093,41.839502910905",605507705,R,17,031,600400,2005,-87.643964986093,41.839502910905
