,address,geocoded_address,returned_address,tiger_line,tract,longitude,latitude
229,5618 S OAKLEY AVE,"5618 S OAKLEY AVE, Chicago, IL, 60636","5618 S OAKLEY AVE, CHICAGO, IL, 60636",605451076,835100,-87.681311398087,41.791866219696
230,5522 S OAKLEY AVE,"5522 S OAKLEY AVE, Chicago, IL, 60636","5522 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681341665423,41.792829785144
231,8101 S JEFFERY BLVD,"8101 S JEFFERY BLVD, Chicago, IL, 60617","8101 S JEFFERY BLVD, CHICAGO, IL, 60617",111775911,460500,-87.575838770597,41.747911406866
232,8105 S JEFFERY BLVD,"8105 S JEFFERY BLVD, Chicago, IL, 60617","8105 S JEFFERY BLVD, CHICAGO, IL, 60617",111775911,460500,-87.575837901497,41.747841878378
233,8105 S JEFFERY BLVD,"8105 S JEFFERY BLVD, Chicago, IL, 60617","8105 S JEFFERY BLVD, CHICAGO, IL, 60617",111775911,460500,-87.575837901497,41.747841878378
234,8101 S JEFFERY BLVD,"8101 S JEFFERY BLVD, Chicago, IL, 60617","8101 S JEFFERY BLVD, CHICAGO, IL, 60617",111775911,460500,-87.575838770597,41.747911406866
235,8100 S JEFFERY BLVD,"8100 S JEFFERY BLVD, Chicago, IL, 60617","8100 S JEFFERY BLVD, CHICAGO, IL, 60617",111775911,460500,-87.575992354988,41.747910338241
236,5523 S OAKLEY AVE,"5523 S OAKLEY AVE, Chicago, IL, 60636","5523 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681189488159,41.79288476152
237,8100 S JEFFERY BLVD,"8100 S JEFFERY BLVD, Chicago, IL, 60617","8100 S JEFFERY BLVD, CHICAGO, IL, 60617",111775911,460500,-87.575992354988,41.747910338241
238,8058 S JEFFERY BLVD,"8058 S JEFFERY BLVD, Chicago, IL, 60617","8058 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576008409807,41.748719998516
239,8058 S JEFFERY BLVD,"8058 S JEFFERY BLVD, Chicago, IL, 60617","8058 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576008409807,41.748719998516
240,5515 S OAKLEY AVE,"5515 S OAKLEY AVE, Chicago, IL, 60636","5515 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681191022645,41.792938980245
241,5519 S OAKLEY AVE,"5519 S OAKLEY AVE, Chicago, IL, 60636","5519 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681190255402,41.792911870883
242,5514 S OAKLEY AVE,"5514 S OAKLEY AVE, Chicago, IL, 60636","5514 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681343043329,41.792878471346
243,8038 S JEFFERY BLVD,"8038 S JEFFERY BLVD, Chicago, IL, 60617","8038 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576014155896,41.749067638993
244,8038 S JEFFERY BLVD,"8038 S JEFFERY BLVD, Chicago, IL, 60617","8038 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576014155896,41.749067638993
245,5518 S OAKLEY AVE,"5518 S OAKLEY AVE, Chicago, IL, 60636","5518 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681342354376,41.792854128245
246,5516 S OAKLEY AVE,"5516 S OAKLEY AVE, Chicago, IL, 60636","5516 S OAKLEY AVE, CHICAGO, IL, 60636",605450923,835100,-87.681342698853,41.792866299796
247,8042 S JEFFERY BLVD,"8042 S JEFFERY BLVD, Chicago, IL, 60617","8042 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576013006678,41.748998110897
248,4949 S LAMON AVE,"4949 S LAMON AVE, Chicago, IL, 60638","4949 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745399089367,41.803049111729
249,8042 S JEFFERY BLVD,"8042 S JEFFERY BLVD, Chicago, IL, 60617","8042 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576013006678,41.748998110897
250,8050 S JEFFERY BLVD,"8050 S JEFFERY BLVD, Chicago, IL, 60617","8050 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576010708243,41.748859054706
251,8050 S JEFFERY BLVD,"8050 S JEFFERY BLVD, Chicago, IL, 60617","8050 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576010708243,41.748859054706
252,5029 S LAMON AVE,"5029 S LAMON AVE, Chicago, IL, 60638","5029 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745367103062,41.801569404238
253,8046 S JEFFERY BLVD,"8046 S JEFFERY BLVD, Chicago, IL, 60617","8046 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576011857461,41.748928582802
254,8026 S JEFFERY BLVD,"8026 S JEFFERY BLVD, Chicago, IL, 60617","8026 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576017603549,41.749276223279
255,8046 S JEFFERY BLVD,"8046 S JEFFERY BLVD, Chicago, IL, 60617","8046 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576011857461,41.748928582802
256,8026 S JEFFERY BLVD,"8026 S JEFFERY BLVD, Chicago, IL, 60617","8026 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576017603549,41.749276223279
257,8012 S JEFFERY BLVD,"8012 S JEFFERY BLVD, Chicago, IL, 60617","8012 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576021249607,41.74951974687
258,8012 S JEFFERY BLVD,"8012 S JEFFERY BLVD, Chicago, IL, 60617","8012 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576021249607,41.74951974687
259,8054 S JEFFERY BLVD,"8054 S JEFFERY BLVD, Chicago, IL, 60617","8054 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576009559025,41.748789526611
260,8054 S JEFFERY BLVD,"8054 S JEFFERY BLVD, Chicago, IL, 60617","8054 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576009559025,41.748789526611
261,4823 S LAMON AVE,"4823 S LAMON AVE, Chicago, IL, 60638","4823 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745460620975,41.805327593271
262,8024 S JEFFERY BLVD,"8024 S JEFFERY BLVD, Chicago, IL, 60617","8024 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576018178158,41.749310987326
263,8024 S JEFFERY BLVD,"8024 S JEFFERY BLVD, Chicago, IL, 60617","8024 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576018178158,41.749310987326
264,8028 S JEFFERY BLVD,"8028 S JEFFERY BLVD, Chicago, IL, 60617","8028 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.57601702894,41.749241459231
265,8028 S JEFFERY BLVD,"8028 S JEFFERY BLVD, Chicago, IL, 60617","8028 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.57601702894,41.749241459231
266,8032 S JEFFERY BLVD,"8032 S JEFFERY BLVD, Chicago, IL, 60617","8032 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576015879723,41.749171931136
267,8036 S JEFFERY BLVD,"8036 S JEFFERY BLVD, Chicago, IL, 60617","8036 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576014730505,41.74910240304
268,8036 S JEFFERY BLVD,"8036 S JEFFERY BLVD, Chicago, IL, 60617","8036 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576014730505,41.74910240304
269,8032 S JEFFERY BLVD,"8032 S JEFFERY BLVD, Chicago, IL, 60617","8032 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576015879723,41.749171931136
270,8020 S JEFFERY BLVD,"8020 S JEFFERY BLVD, Chicago, IL, 60617","8020 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576019327376,41.749380515422
271,8016 S JEFFERY BLVD,"8016 S JEFFERY BLVD, Chicago, IL, 60617","8016 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576020380484,41.749450216511
272,8016 S JEFFERY BLVD,"8016 S JEFFERY BLVD, Chicago, IL, 60617","8016 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576020380484,41.749450216511
273,8020 S JEFFERY BLVD,"8020 S JEFFERY BLVD, Chicago, IL, 60617","8020 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576019327376,41.749380515422
274,8014 S JEFFERY BLVD,"8014 S JEFFERY BLVD, Chicago, IL, 60617","8014 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576020815046,41.74948498169
275,8008 S JEFFERY BLVD,"8008 S JEFFERY BLVD, Chicago, IL, 60617","8008 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576022118729,41.749589277228
276,8008 S JEFFERY BLVD,"8008 S JEFFERY BLVD, Chicago, IL, 60617","8008 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576022118729,41.749589277228
277,8014 S JEFFERY BLVD,"8014 S JEFFERY BLVD, Chicago, IL, 60617","8014 S JEFFERY BLVD, CHICAGO, IL, 60617",111775907,460500,-87.576020815046,41.74948498169
278,5059 S LAMON AVE,"5059 S LAMON AVE, Chicago, IL, 60638","5059 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745352143558,41.801047956817
279,5055 S LAMON AVE,"5055 S LAMON AVE, Chicago, IL, 60638","5055 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745354138159,41.80111748314
280,5055 S LAMON AVE,"5055 S LAMON AVE, Chicago, IL, 60638","5055 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745354138159,41.80111748314
281,5059 S LAMON AVE,"5059 S LAMON AVE, Chicago, IL, 60638","5059 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745352143558,41.801047956817
282,5045 S LAMON AVE,"5045 S LAMON AVE, Chicago, IL, 60638","5045 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74535912466,41.801291298947
283,5045 S LAMON AVE,"5045 S LAMON AVE, Chicago, IL, 60638","5045 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74535912466,41.801291298947
284,5043 S LAMON AVE,"5043 S LAMON AVE, Chicago, IL, 60638","5043 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74536012196,41.801326062108
285,5043 S LAMON AVE,"5043 S LAMON AVE, Chicago, IL, 60638","5043 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74536012196,41.801326062108
286,4817 S LAMON AVE,"4817 S LAMON AVE, Chicago, IL, 60638","4817 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745463588051,41.805432349266
287,4941 S LAMON AVE,"4941 S LAMON AVE, Chicago, IL, 60638","4941 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745403480509,41.80318962874
288,4941 S LAMON AVE,"4941 S LAMON AVE, Chicago, IL, 60638","4941 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745403480509,41.80318962874
289,4817 S LAMON AVE,"4817 S LAMON AVE, Chicago, IL, 60638","4817 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745463588051,41.805432349266
290,4943 S LAMON AVE,"4943 S LAMON AVE, Chicago, IL, 60638","4943 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745402382724,41.803154499488
291,3022 S UNION AVE,"3022 S UNION AVE, Chicago, IL, 60616","3022 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643966443406,41.839554905428
292,3027 S UNION AVE,"3027 S UNION AVE, Chicago, IL, 60616","3027 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643811195618,41.839504766575
293,5029 S LAMON AVE,"5029 S LAMON AVE, Chicago, IL, 60638","5029 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745367103062,41.801569404238
294,3022 S UNION AVE,"3022 S UNION AVE, Chicago, IL, 60616","3022 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643966443406,41.839554905428
295,4943 S LAMON AVE,"4943 S LAMON AVE, Chicago, IL, 60638","4943 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745402382724,41.803154499488
296,3023 S UNION AVE,"3023 S UNION AVE, Chicago, IL, 60616","3023 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643812688978,41.839558027622
297,3023 S UNION AVE,"3023 S UNION AVE, Chicago, IL, 60616","3023 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643812688978,41.839558027622
298,3026 S UNION AVE,"3026 S UNION AVE, Chicago, IL, 60616","3026 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643964986093,41.839502910905
299,3027 S UNION AVE,"3027 S UNION AVE, Chicago, IL, 60616","3027 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643811195618,41.839504766575
300,3026 S UNION AVE,"3026 S UNION AVE, Chicago, IL, 60616","3026 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643964986093,41.839502910905
301,7950 S JEFFERY BLVD,"7950 S JEFFERY BLVD, Chicago, IL, 60617","7950 S JEFFERY BLVD, CHICAGO, IL, 60617",657161289,460500,-87.576038488674,41.750677071642
302,3042 S UNION AVE,"3042 S UNION AVE, Chicago, IL, 60616","3042 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643960409319,41.839292378326
303,5049 S LAMON AVE,"5049 S LAMON AVE, Chicago, IL, 60638","5049 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74535713006,41.801221772624
304,4635 S LAMON AVE,"4635 S LAMON AVE, Chicago, IL, 60638","4635 S LAMON AVE, CHICAGO, IL, 60638",605301054,560200,-87.745557831092,41.808920205092
305,5021 S LAMON AVE,"5021 S LAMON AVE, Chicago, IL, 60638","5021 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745371092263,41.801708456884
306,5021 S LAMON AVE,"5021 S LAMON AVE, Chicago, IL, 60638","5021 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745371092263,41.801708456884
307,3039 S UNION AVE,"3039 S UNION AVE, Chicago, IL, 60616","3039 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643807763038,41.839346867141
308,5041 S LAMON AVE,"5041 S LAMON AVE, Chicago, IL, 60638","5041 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745361119261,41.80136082527
309,5049 S LAMON AVE,"5049 S LAMON AVE, Chicago, IL, 60638","5049 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74535713006,41.801221772624
310,5041 S LAMON AVE,"5041 S LAMON AVE, Chicago, IL, 60638","5041 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745361119261,41.80136082527
311,3043 S UNION AVE,"3043 S UNION AVE, Chicago, IL, 60616","3043 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643806618844,41.839294233996
312,3039 S UNION AVE,"3039 S UNION AVE, Chicago, IL, 60616","3039 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643807763038,41.839346867141
313,4925 S LAMON AVE,"4925 S LAMON AVE, Chicago, IL, 60638","4925 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745410259065,41.803470375685
314,4925 S LAMON AVE,"4925 S LAMON AVE, Chicago, IL, 60638","4925 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745410259065,41.803470375685
315,5005 S LAMON AVE,"5005 S LAMON AVE, Chicago, IL, 60638","5005 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745378206269,41.801986417548
316,4935 S LAMON AVE,"4935 S LAMON AVE, Chicago, IL, 60638","4935 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745406076553,41.803294709436
317,5005 S LAMON AVE,"5005 S LAMON AVE, Chicago, IL, 60638","5005 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745378206269,41.801986417548
318,3042 S UNION AVE,"3042 S UNION AVE, Chicago, IL, 60616","3042 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643960409319,41.839292378326
319,4937 S LAMON AVE,"4937 S LAMON AVE, Chicago, IL, 60638","4937 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745405240051,41.803259576186
320,5025 S LAMON AVE,"5025 S LAMON AVE, Chicago, IL, 60638","5025 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745369097662,41.801638930561
321,4937 S LAMON AVE,"4937 S LAMON AVE, Chicago, IL, 60638","4937 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745405240051,41.803259576186
322,5035 S LAMON AVE,"5035 S LAMON AVE, Chicago, IL, 60638","5035 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745364111161,41.801465114754
323,5035 S LAMON AVE,"5035 S LAMON AVE, Chicago, IL, 60638","5035 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745364111161,41.801465114754
324,3043 S UNION AVE,"3043 S UNION AVE, Chicago, IL, 60616","3043 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643806618844,41.839294233996
325,4935 S LAMON AVE,"4935 S LAMON AVE, Chicago, IL, 60638","4935 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745406076553,41.803294709436
326,5025 S LAMON AVE,"5025 S LAMON AVE, Chicago, IL, 60638","5025 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745369097662,41.801638930561
327,4953 S LAMON AVE,"4953 S LAMON AVE, Chicago, IL, 60638","4953 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745396893796,41.802978853224
328,4953 S LAMON AVE,"4953 S LAMON AVE, Chicago, IL, 60638","4953 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745396893796,41.802978853224
329,3029 S UNION AVE,"3029 S UNION AVE, Chicago, IL, 60616","3029 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643810623521,41.839478450003
330,4949 S LAMON AVE,"4949 S LAMON AVE, Chicago, IL, 60638","4949 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745399089367,41.803049111729
331,5001 S LAMON AVE,"5001 S LAMON AVE, Chicago, IL, 60638","5001 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745379944516,41.802055947695
332,5001 S LAMON AVE,"5001 S LAMON AVE, Chicago, IL, 60638","5001 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745379944516,41.802055947695
333,3029 S UNION AVE,"3029 S UNION AVE, Chicago, IL, 60616","3029 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643810623521,41.839478450003
334,5013 S LAMON AVE,"5013 S LAMON AVE, Chicago, IL, 60638","5013 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745374729776,41.801847357253
335,5013 S LAMON AVE,"5013 S LAMON AVE, Chicago, IL, 60638","5013 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745374729776,41.801847357253
336,5017 S LAMON AVE,"5017 S LAMON AVE, Chicago, IL, 60638","5017 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74537299153,41.801777827106
337,4859 S LAMON AVE,"4859 S LAMON AVE, Chicago, IL, 60638","4859 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745445105914,41.804701816571
338,4859 S LAMON AVE,"4859 S LAMON AVE, Chicago, IL, 60638","4859 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745445105914,41.804701816571
339,3028 S UNION AVE,"3028 S UNION AVE, Chicago, IL, 60616","3028 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643964413996,41.839476594333
340,3028 S UNION AVE,"3028 S UNION AVE, Chicago, IL, 60616","3028 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643964413996,41.839476594333
341,4923 S LAMON AVE,"4923 S LAMON AVE, Chicago, IL, 60638","4923 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745411095568,41.803505508935
342,4923 S LAMON AVE,"4923 S LAMON AVE, Chicago, IL, 60638","4923 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745411095568,41.803505508935
343,4917 S LAMON AVE,"4917 S LAMON AVE, Chicago, IL, 60638","4917 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.74541401341,41.803611447331
344,4917 S LAMON AVE,"4917 S LAMON AVE, Chicago, IL, 60638","4917 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.74541401341,41.803611447331
345,4947 S LAMON AVE,"4947 S LAMON AVE, Chicago, IL, 60638","4947 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745400187153,41.803084240982
346,3011 S UNION AVE,"3011 S UNION AVE, Chicago, IL, 60616","3011 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643818464383,41.839715889137
347,3011 S UNION AVE,"3011 S UNION AVE, Chicago, IL, 60616","3011 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643818464383,41.839715889137
348,4947 S LAMON AVE,"4947 S LAMON AVE, Chicago, IL, 60638","4947 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745400187153,41.803084240982
349,3010 S UNION AVE,"3010 S UNION AVE, Chicago, IL, 60616","3010 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643972218811,41.839712766943
350,5017 S LAMON AVE,"5017 S LAMON AVE, Chicago, IL, 60638","5017 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.74537299153,41.801777827106
351,5011 S LAMON AVE,"5011 S LAMON AVE, Chicago, IL, 60638","5011 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745375598899,41.801882122327
352,5011 S LAMON AVE,"5011 S LAMON AVE, Chicago, IL, 60638","5011 S LAMON AVE, CHICAGO, IL, 60638",111800125,560300,-87.745375598899,41.801882122327
353,3010 S UNION AVE,"3010 S UNION AVE, Chicago, IL, 60616","3010 S UNION AVE, CHICAGO, IL, 60616",605507705,600400,-87.643972218811,41.839712766943
354,4927 S LAMON AVE,"4927 S LAMON AVE, Chicago, IL, 60638","4927 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745409422563,41.803435242435
355,4755 S LAMON AVE,"4755 S LAMON AVE, Chicago, IL, 60638","4755 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745489058921,41.806386985011
356,4843 S LAMON AVE,"4843 S LAMON AVE, Chicago, IL, 60638","4843 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745452001496,41.804979939549
357,4927 S LAMON AVE,"4927 S LAMON AVE, Chicago, IL, 60638","4927 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745409422563,41.803435242435
358,4843 S LAMON AVE,"4843 S LAMON AVE, Chicago, IL, 60638","4843 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745452001496,41.804979939549
359,4755 S LAMON AVE,"4755 S LAMON AVE, Chicago, IL, 60638","4755 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745489058921,41.806386985011
360,4825 S LAMON AVE,"4825 S LAMON AVE, Chicago, IL, 60638","4825 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745459759027,41.805292827899
361,4747 S LAMON AVE,"4747 S LAMON AVE, Chicago, IL, 60638","4747 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745492476702,41.806490192702
362,4747 S LAMON AVE,"4747 S LAMON AVE, Chicago, IL, 60638","4747 S LAMON AVE, CHICAGO, IL, 60638",605301311,560300,-87.745492476702,41.806490192702
363,4825 S LAMON AVE,"4825 S LAMON AVE, Chicago, IL, 60638","4825 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745459759027,41.805292827899
364,4837 S LAMON AVE,"4837 S LAMON AVE, Chicago, IL, 60638","4837 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.74545458734,41.805084235665
365,4823 S LAMON AVE,"4823 S LAMON AVE, Chicago, IL, 60638","4823 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745460620975,41.805327593271
366,4829 S LAMON AVE,"4829 S LAMON AVE, Chicago, IL, 60638","4829 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745458035131,41.805223297154
367,4829 S LAMON AVE,"4829 S LAMON AVE, Chicago, IL, 60638","4829 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745458035131,41.805223297154
368,4837 S LAMON AVE,"4837 S LAMON AVE, Chicago, IL, 60638","4837 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.74545458734,41.805084235665
369,4907 S LAMON AVE,"4907 S LAMON AVE, Chicago, IL, 60638","4907 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745420438829,41.803787075946
370,4901 S LAMON AVE,"4901 S LAMON AVE, Chicago, IL, 60638","4901 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.74542429408,41.803892453115
371,4901 S LAMON AVE,"4901 S LAMON AVE, Chicago, IL, 60638","4901 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.74542429408,41.803892453115
372,4907 S LAMON AVE,"4907 S LAMON AVE, Chicago, IL, 60638","4907 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745420438829,41.803787075946
373,4807 S LAMON AVE,"4807 S LAMON AVE, Chicago, IL, 60638","4807 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745469794996,41.805606144236
374,4807 S LAMON AVE,"4807 S LAMON AVE, Chicago, IL, 60638","4807 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745469794996,41.805606144236
375,4959 S LAMON AVE,"4959 S LAMON AVE, Chicago, IL, 60638","4959 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.74539360044,41.802873465466
376,4959 S LAMON AVE,"4959 S LAMON AVE, Chicago, IL, 60638","4959 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.74539360044,41.802873465466
377,4955 S LAMON AVE,"4955 S LAMON AVE, Chicago, IL, 60638","4955 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745395796011,41.802943723971
378,4955 S LAMON AVE,"4955 S LAMON AVE, Chicago, IL, 60638","4955 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745395796011,41.802943723971
379,4915 S LAMON AVE,"4915 S LAMON AVE, Chicago, IL, 60638","4915 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745415298494,41.803646573053
380,4915 S LAMON AVE,"4915 S LAMON AVE, Chicago, IL, 60638","4915 S LAMON AVE, CHICAGO, IL, 60638",111800117,560300,-87.745415298494,41.803646573053
381,4801 S LAMON AVE,"4801 S LAMON AVE, Chicago, IL, 60638","4801 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745473687336,41.805710535034
382,4853 S LAMON AVE,"4853 S LAMON AVE, Chicago, IL, 60638","4853 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745447691757,41.804806112687
383,4853 S LAMON AVE,"4853 S LAMON AVE, Chicago, IL, 60638","4853 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745447691757,41.804806112687
384,4849 S LAMON AVE,"4849 S LAMON AVE, Chicago, IL, 60638","4849 S LAMON AVE, CHICAGO, IL, 60638",111799840,560300,-87.745449415653,41.804875643432
